No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
2438,No trend,216.6488342,168.4392548,3.332,13.058,52.70267572,1001,Chalk
2439,No trend,254.4122772,192.9046173,13.911,6.465,70.06829293,1,Permian Sandstone
2440,Increasing,45.336689,86.13218689,36.032,42.555,10367.77328,101,Chalk
2441,No trend,106.6373444,48.05202103,9.093,13.058,91.64353481,1001,Crag
2442,Increasing,115.525589,143.2076416,6.424,7.187,220.6994668,251,Magnesian Limestone
2443,Sudden downward change,129.4884033,93.69834137,9.786,16.604,615.3487873,2501,Magnesian Limestone
2444,No trend,235.2945862,153.0085449,14.592,42.555,1622.134049,101,Chalk
2445,No trend,145.6031494,157.6239319,9.786,16.604,533.941745,251,Triassic Sandstone
2446,Sudden upward change,212.2412567,344.2381897,13.911,6.465,1911.482014,101,Triassic Sandstone
2447,No trend,309.3993225,268.1824951,8.174,41.78,99.47861551,1,Chalk
2448,No trend,105.5111542,67.88921356,9.093,13.058,70.29151104,1001,Crag
2449,No trend,300.986145,258.7740173,8.174,41.78,528.5146411,1,Chalk
2450,No trend,142.8914032,78.85917664,9.093,13.058,219.488371,1001,Crag
2451,Increasing,411.6538391,427.348175,6.946,41.78,99.31268229,1,Chalk
2452,Decreasing,158.1107178,181.8818359,3.332,13.058,30.16692561,5001,Chalk
2453,Increasing,136.348877,144.8082581,9.786,16.604,281.2903755,2501,Triassic Sandstone
2454,Increasing,206.4868927,241.7248383,9.786,16.604,180.8576342,1001,Permian Sandstone
2455,No trend,321.6036377,276.6421204,8.174,41.78,85.22058816,1,Chalk
2456,Increasing,24.9206543,89.13469696,9.093,42.555,1688.711327,1001,Chalk
2457,Decreasing,137.4806976,82.60428619,8.59,7.187,133.3672303,251,Triassic Sandstone
2458,Increasing,414.9508057,426.473053,8.174,41.78,88.17853325,1,Chalk
2459,Increasing,425.5810547,424.6565247,3.811,9.611,35.02732955,1,Unallocated to aquifers
2460,Increasing,19.92097473,220.7266693,13.911,6.465,1171.943954,101,Triassic Sandstone
2462,No trend,15.08630753,82.89885712,6.946,41.78,449.2103413,1001,Chalk
2463,Increasing,388.4363098,349.5463257,13.911,6.465,53.868771,1,Permian Sandstone
2464,No trend,80.82098389,46.29685974,3.332,13.058,186.5909275,5001,Chalk
2465,No trend,107.9642792,106.1025238,36.032,42.555,242.9930421,51,Corallian Limestone
2466,Increasing,401.1037598,415.9203796,6.946,42.555,217.1600249,501,Chalk
2467,No trend,274.2459106,343.0831909,13.911,6.465,757.3833758,1,Triassic Sandstone
2468,No trend,324.4353943,307.3247375,4.294,41.78,132.2936046,1,Chalk
2469,Decreasing,200.4736786,146.5339661,3.332,13.058,117.4207213,1001,Chalk
2470,No trend,120.2985611,149.0139313,9.786,16.604,252.1829319,251,Permian Sandstone
2471,Sudden upward change,247.2091675,195.946106,36.032,42.555,91.83517541,51,Oolites
2472,No trend,328.7086182,291.231842,8.174,41.78,545.5186157,1001,Chalk
2473,Decreasing,148.1209717,126.3042984,3.332,13.058,68.11358768,5001,Chalk
2474,No trend,110.3098831,52.82778931,9.093,13.058,78.5879949,1001,Crag
2476,No trend,108.0354309,48.87865067,3.332,13.058,72.40388393,2501,Lower Greensand
2477,Increasing,560.5568848,388.831665,13.911,6.465,23.25178596,1,Carboniferous Limestone
2478,No trend,408.3598938,313.8749084,4.294,9.611,43.28357043,51,Lower Greensand
2479,Increasing,379.0520935,201.5231323,8.174,41.78,62.73634879,251,Chalk
2480,Decreasing,107.7704926,101.3969879,3.332,13.058,57.76466617,5001,Chalk
2481,No trend,120.1216431,127.5649109,8.59,7.187,57.90722384,251,Triassic Sandstone
2482,Increasing,16.404493,87.42134857,3.332,13.058,257.4539426,1001,Chalk
2483,No trend,155.8682861,191.3964233,9.786,16.604,368.5004364,251,Triassic Sandstone
2484,Increasing,122.9671936,55.2309227,8.174,41.78,2106.277947,251,Chalk
2485,Increasing,42.64651871,327.8075867,6.946,41.78,248.3667303,1,Corallian Limestone
2486,No trend,314.5995483,323.9201965,8.174,41.78,258.2615157,251,Unallocated to aquifers
2487,Increasing,384.6009216,278.5033875,8.174,41.78,1822.148152,1001,Chalk
2488,Increasing,433.3068848,472.6922607,3.811,9.611,492.6092287,51,Permian Sandstone
2489,Increasing,340.4360046,388.3185425,8.174,41.78,101.2593991,1,Chalk
2490,Decreasing,133.2749176,236.8757477,6.946,41.78,251.6383423,251,Lower Greensand
2491,No trend,18.69246292,218.7555542,6.946,41.78,289.9344419,251,Chalk
2492,No trend,74.45557404,88.09037781,3.332,13.058,98.64960791,1001,Crag
2493,Increasing,327.8899536,354.9784241,8.174,41.78,101.0001807,1,Chalk
2494,No trend,122.9617004,103.6054916,6.424,7.187,2648.685736,1,Magnesian Limestone
2495,Sudden upward change,78.43063354,115.3488693,8.174,41.78,782.6968554,251,Chalk
2496,No trend,158.1107178,181.8818359,3.332,13.058,30.59425264,5001,Chalk
2497,No trend,218.3711548,184.9688873,14.592,42.555,1305.457416,101,Chalk
2498,No trend,213.592865,177.4116974,36.032,42.555,138.4750945,51,Oolites
2499,Increasing,343.2111511,282.4978333,14.592,41.78,791.8595511,1001,Chalk
2500,No trend,177.5962677,113.8994598,8.59,7.187,87.39025623,51,Chalk
2501,Increasing,347.3058472,404.9529724,6.946,41.78,109.3210751,1,Chalk
2504,Increasing,383.0671997,343.0942383,12.995,41.78,199.5671634,101,Chalk
2505,No trend,133.579422,136.2601776,6.424,7.187,686.6026123,251,Carboniferous Limestone
2506,No trend,171.098877,178.337738,9.786,16.604,554.2252628,1001,Triassic Sandstone
2507,Increasing,185.6773071,173.9097137,8.59,7.187,564.4300786,51,Oolites
2509,No trend,232.1591187,253.2751923,36.032,42.555,36.68648793,51,Oolites
2510,Increasing,376.9569397,341.5809021,8.174,41.78,100.1472755,1,Chalk
2511,Increasing,388.1790771,403.8834229,12.995,41.78,81.0109847,101,Chalk
2512,Increasing,29.86726761,96.69070435,3.332,16.604,172.770347,1001,Triassic Sandstone
2514,No trend,174.1508331,26.77212334,3.332,13.058,427.9805479,2501,Chalk
2515,Sudden upward change,202.9132233,216.1058502,13.911,6.465,227.4612504,101,Triassic Sandstone
2516,No trend,49.80387115,421.5455322,6.946,41.78,79.54919143,501,Corallian Limestone
2518,No trend,198.6774292,146.0127411,3.332,13.058,262.3672877,251,Lower Greensand
2519,No trend,301.7220459,260.4727478,4.294,42.555,189.4197458,51,Chalk
2520,No trend,155.1754761,182.0183258,3.332,13.058,59.00905501,1001,Chalk
2521,No trend,141.7054291,225.143692,6.946,41.78,434.283918,1001,Chalk
2522,No trend,207.3539734,180.1421661,9.786,16.604,61.12887246,1001,Triassic Sandstone
2523,Sudden upward change,192.265564,241.4098053,6.424,7.187,105.4456668,1,Fell Sandstone& Border Group
2524,No trend,115.5548859,112.2211838,3.332,13.058,146.1386001,1001,Chalk
2525,Decreasing,142.120697,115.2702484,9.786,16.604,349.2684758,2501,Magnesian Limestone
2526,No trend,241.8390656,177.1720734,36.032,42.555,116.5681482,251,Oolites
2527,Increasing,26.10684204,266.9215088,9.786,16.604,5657.925061,501,Triassic Sandstone
2528,No trend,141.5373688,176.0922546,18.409,16.604,487.6717723,1001,Triassic Sandstone
2529,No trend,285.4682617,354.5534668,36.032,42.555,53.92176995,51,Oolites
2530,No trend,229.7552643,169.01091,14.592,42.555,852.6254846,101,Chalk
2531,No trend,183.1335449,131.5261078,36.032,42.555,185.7462529,251,Chalk
2532,No trend,333.4606323,345.0137939,8.174,41.78,367.3110206,251,Chalk
2533,Increasing,49.33519363,74.42984772,36.032,42.555,12726.39531,251,Chalk
2535,Decreasing,266.0184021,225.2754822,14.592,42.555,566.2795724,101,Chalk
2537,No trend,485.9027405,341.6679688,6.946,41.78,573.4388844,1,Chalk
2538,No trend,352.6199646,346.2416687,3.811,9.611,39.89234852,51,Unallocated to aquifers
2539,No trend,95.94892883,125.7046661,8.59,7.187,1218.50974,51,Chalk
2540,No trend,302.7859192,273.9085999,8.174,41.78,89.96316426,1,Chalk
2541,Sudden upward change,85.98823547,288.018158,13.911,6.465,1409.52615,101,Triassic Sandstone
2542,No trend,21.7378273,183.0777435,36.032,42.555,614.6612939,51,Chalk
2543,No trend,213.110672,150.6894684,18.409,16.604,1310.720598,501,Triassic Sandstone
2544,No trend,57.59179688,190.540863,9.786,16.604,110.4090967,101,Triassic Sandstone
2545,No trend,363.9541016,309.8342896,8.174,41.78,284.7290463,251,Lower Greensand
2546,Increasing,379.8096619,381.7199402,8.174,41.78,72.93432374,1,Chalk
2547,No trend,150.6936035,65.72290802,8.59,16.604,1168.401817,2501,Triassic Sandstone
2548,No trend,24.97146797,61.52627945,3.332,13.058,67.89014784,1001,Chalk
2549,Increasing,30.39601898,212.084137,8.174,41.78,1015.867273,1,Chalk
2550,Increasing,106.0548706,101.4879227,3.332,13.058,153.9419318,751,Oolites
2552,No trend,37.76183701,246.8978119,6.946,42.555,252.0755902,251,Chalk
2553,No trend,323.5183411,318.6496277,8.174,41.78,3094.838462,1,Chalk
2554,Increasing,371.3964844,358.6465149,4.294,9.611,107.64153,101,Lower Greensand
2555,No trend,323.9957275,308.1477661,36.032,41.78,350.8713187,1,Lower Greensand
2556,No trend,179.8551941,63.27639771,9.093,13.058,62.62413926,2501,Crag
2557,Increasing,106.6116867,116.4093323,3.332,7.187,1186.852218,251,Magnesian Limestone
2559,Sudden downward change,182.4471283,195.3898621,9.786,16.604,57.5366953,1001,Triassic Sandstone
2560,No trend,179.19525,45.47505951,9.093,13.058,203.8535468,2501,Crag
2561,No trend,127.7772598,131.4412537,9.786,16.604,215.3767824,1001,Permian Sandstone
2562,Increasing,78.21379852,60.72810745,8.174,41.78,1875.163744,1001,Chalk
2564,No trend,245.2233887,271.9693909,8.174,41.78,118.0646434,1,Chalk
2565,Increasing,177.987381,200.4933929,9.786,16.604,505.828169,1001,Unallocated to aquifers
2566,No trend,131.3577576,138.4051208,8.59,7.187,73.2324867,251,Triassic Sandstone
2567,No trend,293.1914673,271.8444519,8.174,41.78,73.48046574,1,Chalk
2568,No trend,232.0191345,194.8524017,36.032,41.78,1521.249337,1,Chalk
2570,No trend,269.9161072,268.0163269,36.032,42.555,49.3459804,51,Oolites
2571,No trend,36.32793045,44.90540695,3.332,13.058,174.7696888,1001,Chalk
2572,No trend,242.8186035,234.4533386,8.174,41.78,513.6045555,1001,Lower Greensand
2573,No trend,104.1740341,94.168396,9.093,13.058,58.92480094,2501,Chalk
2574,Sudden downward change,196.1806488,155.1635742,18.409,16.604,1235.884533,501,Triassic Sandstone
2575,Increasing,233.1582642,289.8904114,9.786,42.555,83.32111873,51,Oolites
2576,No trend,46.33297348,59.84996033,3.332,13.058,51.25214557,5001,Chalk
2577,No trend,90.41001892,314.4563293,18.409,16.604,81.77948186,51,Triassic Sandstone
2578,Increasing,478.5382385,388.4655762,8.174,41.78,111.5705422,251,Chalk
2579,No trend,233.6754608,186.6550751,3.332,13.058,58.91409174,5001,Chalk
2580,No trend,126.10392,131.3161621,8.174,41.78,910.9085275,251,Chalk
2581,No trend,31.20437813,249.2704926,8.174,41.78,1037.024413,1001,Chalk
2582,No trend,110.2617035,73.80493164,4.342,13.058,60.66147256,5001,Chalk
2584,Increasing,284.1477051,276.2626648,14.592,42.555,276.3175822,101,Chalk
2587,Decreasing,178.772049,98.80357361,14.592,13.058,84.26076811,251,Chalk
2588,No trend,329.8661499,322.7577515,36.032,42.555,109.793536,51,Lower Greensand
2589,Decreasing,26.94898033,77.30042267,4.342,13.058,76.39744713,5001,Chalk
2592,Decreasing,82.7783432,40.52807617,4.342,13.058,120.0686961,5001,Chalk
2593,Increasing,96.71788025,99.45424652,3.332,13.058,90.30767067,251,Unallocated to aquifers
2594,No trend,104.1233444,112.8536682,3.332,13.058,388.8460123,1001,Chalk
2595,No trend,32.66138458,366.8423157,3.811,41.78,105.0074133,251,Chalk
2598,No trend,112.3842316,99.65248108,3.332,13.058,196.9996016,101,Oolites
2599,Increasing,122.4290695,120.1547012,3.332,13.058,208.316813,101,Oolites
2600,No trend,478.5382385,403.2546082,8.174,41.78,163.6926281,251,Chalk
2601,Increasing,9.192804337,102.9553909,36.032,42.555,11330.63257,251,Chalk
2603,No trend,308.6292419,278.7664185,36.032,42.555,149.1301947,51,Oolites
2604,No trend,257.6881409,192.3226166,9.786,16.604,642.0853071,251,Triassic Sandstone
2606,No trend,73.76735687,17.90645981,14.592,13.058,154.0589422,1001,Chalk
2607,Increasing,179.7324677,161.8267365,36.032,42.555,321.951534,51,Chalk
2608,No trend,14.34582424,68.157547,3.332,13.058,114.6053244,1001,Crag
2609,Increasing,293.3358459,193.8702698,36.032,42.555,222.7942222,251,Chalk
2610,No trend,13.15908718,40.3746109,36.032,42.555,7875.84543,1001,Chalk
2611,Decreasing,139.1114502,129.575531,3.332,13.058,44.25238089,5001,Chalk
2612,No trend,310.8218689,295.0795593,36.032,42.555,44.7342133,51,Chalk
2613,Decreasing,95.49456024,76.39538574,3.332,13.058,94.63977915,5001,Chalk
2614,Decreasing,111.4739532,68.98300171,14.592,13.058,300.1405874,5001,Chalk
2615,No trend,131.7440948,123.9244843,3.332,13.058,50.0605096,101,Oolites
2616,No trend,164.3235474,167.1191559,9.786,16.604,66.32300606,1001,Triassic Sandstone
2617,No trend,122.6785507,142.3097839,3.332,13.058,473.7412576,1001,Chalk
2618,No trend,190.6369171,122.3652573,3.332,13.058,200.0935857,1001,Chalk
2620,Decreasing,63.05030441,108.0300827,3.332,13.058,34.38010111,5001,Chalk
2622,No trend,322.9835205,283.1506042,6.946,41.78,429.2519007,1,Chalk
2624,No trend,33.61194992,72.08641052,14.592,13.058,67.06556909,1001,Chalk
2625,Decreasing,117.6831131,63.31764603,3.332,13.058,351.5772685,5001,Lower Greensand
2626,Increasing,309.6356812,308.1952209,6.946,41.78,475.2431424,1,Chalk
2627,No trend,82.64558411,82.93170929,3.332,13.058,290.7978134,751,Oolites
2628,No trend,228.2927094,117.3663635,36.032,42.555,1502.656374,251,Corallian Limestone
2629,No trend,233.6754608,186.6550751,3.332,13.058,58.92325495,5001,Chalk
2630,No trend,87.61292267,133.1902008,9.786,16.604,172.2133161,1001,Triassic Sandstone
2631,No trend,43.22060394,102.0858154,3.332,13.058,956.3746411,751,Triassic Sandstone
2632,Sudden downward change,13.39396286,55.89638519,36.032,42.555,8813.260882,1001,Chalk
2633,Increasing,154.3428802,207.6208191,13.911,6.465,102.4411618,101,Triassic Sandstone
2634,No trend,337.1505432,293.1826172,6.946,41.78,76.70059937,1,Chalk
2635,Sudden upward change,21.09221268,43.95477295,4.342,13.058,123.3832311,5001,Lower Greensand
2636,No trend,85.14910126,29.60149574,4.342,13.058,215.3698737,5001,Chalk
2637,Decreasing,184.1350708,191.2599335,8.174,41.78,216.139099,1001,Lower Greensand
2638,No trend,232.5956879,197.998764,14.592,42.555,964.311935,101,Chalk
2641,No trend,91.34910583,61.35515213,9.093,13.058,65.67055047,1001,Lower Greensand
2642,No trend,30.29475594,96.47432709,14.592,42.555,234.2900812,101,Chalk
2643,No trend,117.8418427,130.5898285,8.59,7.187,70.0254192,251,Triassic Sandstone
2644,No trend,118.8759918,99.98582458,3.332,13.058,145.8152157,5001,Chalk
2645,No trend,163.20578,190.916275,8.59,7.187,55.30130971,51,Chalk
2646,Increasing,56.87766647,469.7434998,6.946,41.78,180.0522627,1001,Chalk
2647,No trend,185.7384949,137.331955,3.332,13.058,138.9760243,1001,Chalk
2649,No trend,443.40271,407.144043,8.174,41.78,650.0079087,1,Chalk
2650,Decreasing,133.6262207,203.3105011,13.911,6.465,71.93514538,1,Permian Sandstone
2651,No trend,134.1836548,178.938324,3.332,13.058,36.78623789,751,Chalk
2652,Decreasing,293.7473145,186.9127502,9.786,16.604,58.98959585,1001,Triassic Sandstone
2653,Increasing,521.4641113,526.4243164,4.294,9.611,48.77111863,101,Oolites
2654,No trend,63.17335129,463.2988892,4.294,9.611,98.27290924,101,Oolites
2655,Decreasing,405.8348694,372.5720215,12.995,41.78,213.3095781,1001,Chalk
2656,Increasing,748.3025513,567.1964722,13.911,6.465,34.10263904,1,Carboniferous Limestone
2658,Increasing,127.1736755,134.5825195,9.786,16.604,74.96873401,1001,Permian Sandstone
2659,Increasing,127.1736755,134.5825195,9.786,16.604,74.99933323,1001,Permian Sandstone
2660,No trend,25.37885094,59.16056824,4.342,13.058,81.71491049,5001,Chalk
2661,No trend,173.2910461,102.8571854,3.332,13.058,157.6733378,5001,Chalk
2662,No trend,127.0174103,96.23213959,3.332,13.058,41.37559212,5001,Chalk
2663,No trend,32.10221863,247.0059357,4.512,16.604,33.27355722,501,Unallocated to aquifers
2664,No trend,235.2169037,207.4952545,8.174,41.78,406.2649125,1001,Oolites
2665,Increasing,17.51054573,35.9833107,9.093,13.058,1702.410123,1001,Chalk
2666,No trend,93.73503113,148.1593323,8.59,16.604,437.9721556,2501,Magnesian Limestone
2668,Increasing,214.6269836,233.3028107,36.032,42.555,161.1336345,51,Oolites
2669,No trend,241.8466187,188.8372192,36.032,42.555,132.2317482,51,Chalk
2670,Increasing,201.0417328,354.6734009,13.911,6.465,1840.106069,101,Unallocated to aquifers
2671,Sudden downward change,136.9799042,168.6573792,6.424,7.187,190.3196314,1,Unallocated to aquifers
2672,Increasing,79.43893433,67.43617249,3.332,13.058,338.5682492,101,Oolites
2673,No trend,299.084259,298.5065308,8.174,41.78,89.13778663,1,Chalk
2674,No trend,109.2282944,42.49026489,3.332,13.058,208.1568382,5001,Chalk
2675,Increasing,356.403595,349.7451782,6.946,41.78,71.06764612,1,Chalk
2676,No trend,111.374794,137.1638794,6.424,7.187,1128.374701,251,Magnesian Limestone
2677,No trend,42.5409317,338.8630676,6.946,42.555,342.5616559,501,Lower Greensand
2678,Decreasing,137.9547882,185.670929,9.786,16.604,114.1130448,251,Triassic Sandstone
2679,No trend,24.64358521,230.3734131,36.032,42.555,114.7241497,251,Oolites
2680,No trend,126.9356461,110.5142365,8.174,41.78,1189.721232,251,Chalk
2681,No trend,215.1283417,195.4003906,8.59,7.187,35.23626714,51,Corallian Limestone
2682,Decreasing,121.7935944,108.609436,3.332,13.058,113.3990677,5001,Chalk
2683,Sudden downward change,158.2840424,197.6366577,9.786,16.604,69.86660389,1001,Unallocated to aquifers
2684,No trend,106.4931412,75.52006531,4.342,13.058,78.12251613,5001,Chalk
2685,Increasing,118.9245682,219.847702,8.174,41.78,149.9807246,1001,Chalk
2686,No trend,138.3166351,126.2790222,9.786,16.604,4276.406664,1001,Carboniferous Limestone
2687,No trend,28.31617737,124.9680176,36.032,42.555,623.2853442,51,Corallian Limestone
2688,Decreasing,127.4047241,45.87553787,3.332,13.058,107.5619754,1001,Chalk
2689,Increasing,290.8693848,252.3162842,8.59,7.187,26.8215143,51,Chalk
2690,No trend,225.2651978,162.7768097,14.592,42.555,507.0621665,101,Chalk
2692,Decreasing,30.25019646,86.3431778,3.332,13.058,75.70924707,5001,Chalk
2693,Increasing,155.021225,204.6078339,36.032,41.78,364.4592114,1,Chalk
2694,No trend,172.8421936,126.0315247,14.592,42.555,223.2432201,101,Chalk
2695,Increasing,372.3112488,359.5215149,6.946,41.78,104.1654399,1,Chalk
2696,No trend,127.4353027,104.0262909,3.332,13.058,95.70725352,1001,Crag
2697,No trend,214.6269836,237.6094818,36.032,42.555,135.7368698,251,Oolites
2698,Decreasing,123.5097122,154.7380371,9.786,16.604,259.7992581,251,Permian Sandstone
2699,No trend,472.0726929,321.5260315,6.946,41.78,118.5274658,1,Corallian Limestone
2700,Increasing,298.6939697,464.9765015,8.59,7.187,92.79974424,251,Unallocated to aquifers
2701,Increasing,407.230011,408.560791,6.946,41.78,747.611423,1,Chalk
2702,Increasing,205.6217804,340.893158,13.911,6.465,1134.172799,101,Triassic Sandstone
2703,No trend,175.1291351,147.2492523,3.332,13.058,47.72348327,5001,Chalk
2705,Increasing,233.0553436,232.9266052,8.59,7.187,44.98460334,51,Corallian Limestone
2706,Increasing,34.90120697,126.4915695,3.332,13.058,481.2730407,1001,Oolites
2707,Decreasing,378.348999,419.6845093,7.969,9.611,404.1167326,51,Oolites
2708,Increasing,340.9267273,389.9580994,8.174,41.78,176.44679,1001,Lower Greensand
2709,Increasing,340.9267273,389.9580994,8.174,41.78,176.4531244,1001,Lower Greensand
2710,Increasing,373.8240356,362.9727478,3.811,9.611,55.13114049,101,Lower Greensand
2711,Increasing,336.3727417,279.4928894,4.294,9.611,305.3710087,51,Chalk
2712,Increasing,457.0656738,373.5307007,13.911,6.465,26.90291277,1,Carboniferous Limestone
2713,Decreasing,165.578949,107.7486496,14.592,13.058,1407.96563,251,Lower Greensand
2714,No trend,199.2790222,187.2210693,14.592,42.555,742.2956432,101,Chalk
2715,No trend,265.506073,236.0332336,8.59,7.187,20.44141934,51,Corallian Limestone
2716,No trend,230.2914124,261.179657,36.032,42.555,121.8428655,251,Oolites
2717,No trend,428.5201416,436.7770996,12.995,41.78,81.38068514,101,Chalk
2718,No trend,66.53585815,193.04216,9.786,16.604,121.0267404,101,Triassic Sandstone
2719,No trend,107.2911301,108.3819122,3.332,13.058,31.9,1001,Oolites
2720,No trend,204.0440063,273.6030579,13.911,6.465,5310.349441,101,Triassic Sandstone
2721,No trend,277.5091248,197.5059052,36.032,42.555,1429.896267,251,Chalk
2722,No trend,42.38017654,125.9247055,14.592,42.555,136.3910812,101,Chalk
2723,No trend,208.6780853,159.1338196,36.032,42.555,128.394797,251,Oolites
2724,No trend,94.63240051,175.271759,9.786,16.604,539.5499485,1001,Triassic Sandstone
2725,Decreasing,396.4714355,433.2146912,13.911,6.465,334.0057497,1,Triassic Sandstone
2726,No trend,311.5883789,280.9821167,8.174,41.78,80.82275272,1,Chalk
2727,No trend,111.0834961,71.29354095,9.093,13.058,219.1195486,1001,Crag
2729,No trend,292.3380127,419.5639038,13.911,6.465,15.00838296,1,Carboniferous Limestone
2730,No trend,450.6463013,348.4677734,8.174,41.78,517.5629717,251,Chalk
2731,No trend,329.008606,282.8887939,6.946,41.78,75.44839403,1,Chalk
2732,No trend,184.5074615,132.7954559,3.332,13.058,47.65087999,5001,Chalk
2733,Increasing,72.07556152,86.50269318,8.59,7.187,196.9122992,501,Triassic Sandstone
2734,No trend,217.8813477,223.2583008,9.786,16.604,405.5662714,251,Triassic Sandstone
2735,Sudden upward change,130.2998352,81.36634064,8.59,7.187,112.42575,51,Triassic Sandstone
2736,Sudden upward change,115.5548859,112.2211838,3.332,13.058,149.2073078,1001,Chalk
2738,No trend,137.9547882,185.670929,9.786,16.604,117.3963822,251,Triassic Sandstone
2739,Decreasing,118.0552902,99.89980316,3.332,13.058,94.48330361,5001,Chalk
2740,No trend,346.4727478,339.7820129,8.174,41.78,85.42680571,1,Chalk
2741,No trend,83.30850983,160.3425598,8.174,41.78,331.6391236,1001,Chalk
2742,No trend,130.5161591,218.6002197,8.59,7.187,28.55253245,751,Corallian Limestone
2743,No trend,655.5148926,662.3359985,9.786,16.604,62.20842103,1,Carboniferous Limestone
2744,No trend,239.4857178,186.0906525,36.032,42.555,121.5589942,51,Chalk
2745,No trend,319.9574585,332.3805542,8.174,41.78,222.2080729,251,Lower Greensand
2746,Increasing,226.9856262,394.6885986,13.911,6.465,1471.168701,101,Unallocated to aquifers
2747,No trend,137.6340027,133.6915283,3.332,13.058,108.4489393,1001,Oolites
2748,No trend,357.5396729,184.1580811,9.786,16.604,68.67492365,251,Triassic Sandstone
2749,No trend,142.3270111,112.932991,3.332,13.058,69.86700716,5001,Chalk
2750,Increasing,303.7087708,271.7792053,14.592,41.78,115.6088425,1001,Chalk
2751,No trend,33.72258759,222.3522949,36.032,42.555,285.5830405,51,Chalk
2752,No trend,116.8860321,170.7823029,8.174,41.78,124.9018948,1001,Chalk
2753,No trend,115.5548859,112.2211838,3.332,13.058,146.1564134,1001,Chalk
2754,Increasing,440.6777649,399.0088501,12.995,41.78,81.72543941,1001,Chalk
2755,Increasing,299.8226929,337.663269,6.946,41.78,100.9267507,1001,Chalk
2756,No trend,134.3834076,159.2355499,3.332,13.058,257.2067927,1001,Chalk
2757,No trend,164.2691193,154.1458893,6.946,41.78,1065.741237,251,Lower Greensand
2758,Increasing,313.5863647,311.5456543,36.032,42.555,110.0786535,251,Triassic Sandstone
2759,No trend,14.97380352,81.5133667,8.59,7.187,130.6233245,251,Triassic Sandstone
2760,No trend,19.07332611,85.11928558,3.332,13.058,49.12925147,751,Oolites
2761,Sudden upward change,227.7618561,181.5392303,8.174,41.78,1512.980572,251,Chalk
2762,Decreasing,303.8530884,219.4083252,8.174,41.78,4390.2259,1,Chalk
2763,No trend,261.0491028,226.2333374,36.032,42.555,54.3569109,51,Chalk
2764,No trend,184.41008,151.8223419,3.332,13.058,131.6322588,1001,Chalk
2765,No trend,122.9702835,113.6631546,9.786,16.604,3672.349987,1001,Triassic Sandstone
2766,Decreasing,120.7180023,93.43992615,3.332,13.058,63.67038273,5001,Chalk
2767,Decreasing,151.4622345,115.7444305,3.332,13.058,221.8274622,5001,Chalk
2768,Decreasing,88.19970703,42.09409332,3.332,13.058,195.2122356,1001,Chalk
2769,No trend,87.70444489,65.65751648,9.093,13.058,66.10061911,1001,Crag
2771,Decreasing,310.9942017,269.8691406,8.174,41.78,99.44302986,251,Chalk
2772,No trend,301.0704346,289.4926453,14.592,42.555,320.7751155,51,Chalk
2773,Increasing,57.25695801,117.7821121,36.032,42.555,11068.95012,251,Chalk
2774,No trend,209.3566895,130.5828552,14.592,42.555,1319.323108,101,Chalk
2775,Decreasing,16.76458549,80.5043869,8.59,7.187,110.1894166,251,Triassic Sandstone
2776,No trend,33.34890747,212.4633789,12.995,41.78,1210.379307,1001,Chalk
2777,No trend,247.2091675,195.946106,36.032,42.555,96.67961064,51,Oolites
2778,No trend,302.801239,299.921936,8.174,41.78,70.91104268,1,Chalk
2779,No trend,7.960013866,74.10825348,36.032,42.555,8079.674249,251,Lower Greensand
2780,Decreasing,172.0188904,131.6213837,3.332,13.058,77.38742263,5001,Chalk
2781,No trend,173.3307343,131.2815247,9.786,16.604,126.4423673,1001,Triassic Sandstone
2782,No trend,81.63617706,165.5327301,8.59,7.187,216.0810933,251,Magnesian Limestone
2783,Increasing,129.5992584,181.3077393,13.911,6.465,64.4354436,1,Triassic Sandstone
2784,No trend,384.0808411,295.479187,4.294,9.611,36.8216936,51,Chalk
2785,Decreasing,127.9630051,72.92408752,3.332,13.058,152.6211855,101,Oolites
2786,Increasing,186.3027802,325.6403809,13.911,6.465,1526.397897,101,Permian Sandstone
2787,No trend,324.9658813,279.2655334,4.294,9.611,37.89189719,51,Chalk
2788,No trend,391.277832,398.8572083,8.174,41.78,102.3835968,1,Chalk
2789,Decreasing,115.3708572,34.68214798,3.332,13.058,571.1099519,1001,Chalk
2790,No trend,178.7330322,191.0646973,9.786,16.604,81.00242788,1001,Permian Sandstone
2791,Decreasing,255.4563751,263.039917,36.032,41.78,800.2423306,1,Chalk
2792,Increasing,360.8999634,327.1924438,6.946,41.78,149.0512852,1,Corallian Limestone
2793,Decreasing,231.3604126,217.6726532,9.786,16.604,1462.371533,2501,Magnesian Limestone
2794,Sudden downward change,117.9463501,198.0356598,6.424,7.187,156.7595157,1,Unallocated to aquifers
2795,Increasing,155.3166962,122.6904144,14.592,42.555,544.7320371,101,Chalk
2796,No trend,160.5435791,141.4487457,36.032,42.555,277.245991,51,Oolites
2797,No trend,54.35400009,72.79347229,6.946,41.78,583.6990597,251,Chalk
2798,Decreasing,128.7205658,64.91116333,14.592,13.058,113.705981,5001,Chalk
2799,No trend,295.1078186,277.3184204,8.174,41.78,85.71508831,1,Chalk
2800,No trend,394.8204346,279.4877625,6.946,42.555,299.4993064,251,Chalk
