No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
2802,No trend,96.49414825,124.808548,3.332,13.058,134.7245144,1001,Chalk
2803,Increasing,188.0951691,265.2171021,9.786,16.604,108.2860664,101,Triassic Sandstone
2804,Decreasing,287.5325928,291.2544556,36.032,42.555,71.37004835,51,Chalk
2805,Increasing,159.7557831,262.0843201,13.911,6.465,1551.490395,101,Triassic Sandstone
2806,No trend,111.2677383,124.9333878,3.332,13.058,47.64759838,751,Chalk
2809,No trend,301.7220459,247.6952057,4.294,9.611,228.475933,51,Lower Greensand
2810,No trend,101.2764893,156.854599,9.786,16.604,351.0443287,501,Unallocated to aquifers
2811,No trend,193.5142059,161.2838898,8.59,7.187,93.37524337,251,Triassic Sandstone
2812,No trend,117.8728333,149.3491516,3.332,13.058,83.45251716,5001,Chalk
2813,Decreasing,196.7794647,168.2011108,3.332,13.058,57.85904495,1001,Chalk
2814,Increasing,511.2368774,482.1098938,13.911,6.465,1321.023325,1,Unallocated to aquifers
2815,No trend,153.0506897,138.5660248,3.332,13.058,29.3689938,5001,Chalk
2816,Decreasing,39.40351486,79.83726501,4.342,13.058,121.716098,5001,Chalk
2817,Decreasing,174.5459747,163.847229,3.332,13.058,52.46813065,1001,Chalk
2818,No trend,255.630249,373.0119629,6.946,42.555,191.0763459,501,Lower Greensand
2819,No trend,219.9450378,159.1128845,9.786,16.604,74.43240358,1001,Permian Sandstone
2820,No trend,158.8093414,149.3534088,8.59,7.187,128.9726783,251,Triassic Sandstone
2821,No trend,312.7774963,284.4660339,11.001,42.555,1010.270804,101,Lower Greensand
2822,Decreasing,33.0030365,86.96765137,14.592,13.058,136.3548635,5001,Chalk
2823,No trend,329.2011108,273.158844,36.032,42.555,85.41290368,51,Oolites
2824,Decreasing,143.554718,107.2718506,14.592,13.058,848.9247753,251,Chalk
2825,Increasing,130.8607941,159.1634521,6.424,7.187,432.2963748,251,Magnesian Limestone
2826,No trend,40.36820984,291.1291809,7.969,9.611,86.66520295,51,Oolites
2827,No trend,307.7599,385.9822083,8.174,41.78,532.6752652,251,Lower Greensand
2828,No trend,312.3079529,270.7155151,4.294,41.78,178.3360488,1,Chalk
2829,Decreasing,232.8031464,197.6650238,14.592,42.555,1918.126816,101,Chalk
2830,No trend,20.71658325,210.1755981,36.032,42.555,81.27339602,51,Chalk
2831,Decreasing,174.5459747,166.1394958,3.332,13.058,38.38562697,1001,Chalk
2832,No trend,95.94892883,120.8277359,8.59,7.187,1117.099848,51,Chalk
2833,No trend,207.6772308,183.8001709,8.59,7.187,45.3700896,51,Chalk
2834,Increasing,23.48267937,64.30435181,9.786,16.604,246.5936981,1001,Triassic Sandstone
2835,Decreasing,262.7686157,315.2104492,13.911,6.465,1714.479647,101,Permian Sandstone
2836,No trend,226.3871918,248.3862915,9.786,16.604,71.90571836,251,Unallocated to aquifers
2837,Increasing,244.9343872,167.9076691,36.032,42.555,138.2289516,51,Chalk
2838,No trend,421.3060608,439.4954529,13.911,6.465,193.0478628,1,Permian Sandstone
2839,Decreasing,342.5966492,522.6194458,13.911,6.465,677.8413509,1,Triassic Sandstone
2840,No trend,196.8956757,153.7216034,3.332,13.058,63.73546883,1001,Chalk
2841,No trend,136.7507172,176.1378937,9.786,16.604,55.15314381,1001,Unallocated to aquifers
2842,No trend,136.7507172,176.1378937,9.786,16.604,55.29266244,251,Permian Sandstone
2843,No trend,105.5503693,130.0823517,9.786,16.604,84.26217313,1001,Permian Sandstone
2844,Increasing,147.3548279,144.7346344,9.786,16.604,4201.642079,1001,Magnesian Limestone
2845,Decreasing,415.5643616,371.7355957,8.174,41.78,292.2471213,1,Chalk
2846,Decreasing,68.45357513,81.11876678,3.332,13.058,261.2167862,5001,Lower Greensand
2847,No trend,172.9020233,201.675293,36.032,42.555,81.7411386,51,Oolites
2848,No trend,149.15826,39.13231659,9.093,13.058,190.9984502,2501,Crag
2849,Decreasing,243.1323242,179.4692078,9.786,16.604,186.6347361,1001,Triassic Sandstone
2851,Increasing,319.3097839,375.4057617,4.294,9.611,88.02241408,51,Carboniferous Limestone
2853,No trend,452.5486145,644.9572754,7.969,9.611,110.2023159,51,Carboniferous Limestone
2854,No trend,56.56763458,201.6203003,6.424,7.187,33,1,Unallocated to aquifers
2855,No trend,32.15623474,43.77015305,14.592,13.058,124.5462155,5001,Chalk
2857,No trend,447.1340027,388.8999939,12.995,41.78,214.1419787,101,Chalk
2859,Increasing,320.1632385,385.4951782,14.592,41.78,453.3705338,1001,Chalk
2860,No trend,279.9992676,195.8524323,36.032,42.555,477.3634841,51,Chalk
2861,No trend,29.57124138,101.3245392,3.332,13.058,123.6043751,1001,Lower Greensand
2862,No trend,100.4267349,93.34785461,3.332,13.058,62.72956647,5001,Chalk
2863,Increasing,11.68153858,83.9803772,36.032,42.555,12505.80139,101,Chalk
2864,Decreasing,178.772049,112.3078613,14.592,42.555,226.3448323,101,Chalk
2865,No trend,473.1529541,460.4268799,4.294,9.611,35.83764903,51,Chalk
2866,Sudden downward change,196.3470154,186.0270844,18.409,16.604,569.5466853,1001,Unallocated to aquifers
2867,No trend,218.6650848,174.2631226,8.59,7.187,48.00311052,51,Chalk
2868,No trend,17.41448593,135.5080872,8.59,7.187,712.9858516,51,Chalk
2869,Increasing,124.9610291,173.2286377,6.424,7.187,542.82222,251,Carboniferous Limestone
2870,Increasing,110.0625,303.1085205,3.811,9.611,64.62541652,51,Unallocated to aquifers
2871,No trend,206.5112152,173.4898834,9.786,16.604,191.7359155,1001,Triassic Sandstone
2872,No trend,292.4641113,283.6176147,14.592,42.555,580.0918687,101,Chalk
2873,No trend,124.4146576,167.893219,9.786,16.604,318.7377795,251,Permian Sandstone
2874,No trend,120.8294754,111.6071091,3.332,13.058,74.09006534,5001,Chalk
2875,Sudden upward change,130.6536865,173.1783447,6.424,7.187,648.0508436,251,Unallocated to aquifers
2876,No trend,189.9751282,255.7180481,9.786,16.604,1135.263854,2501,Carboniferous Limestone
2877,Decreasing,147.4125061,101.2876892,14.592,13.058,94.44864796,5001,Lower Greensand
2878,No trend,10.139884,27.75143433,4.342,13.058,136.1084292,5001,Chalk
2879,Decreasing,254.5736847,203.5153503,14.592,42.555,165.0103044,101,Chalk
2880,No trend,23.41426277,177.9085541,6.946,41.78,704.1622614,251,Lower Greensand
2881,Increasing,37.07658386,83.68863678,4.342,13.058,76.63346745,1001,Chalk
2882,Decreasing,206.7740631,154.6071167,3.332,13.058,114.5164589,5001,Chalk
2883,No trend,88.12172699,59.38782501,3.332,13.058,152.7061991,2501,Crag
2884,Increasing,121.96492,161.685318,9.786,16.604,372.60473,251,Unallocated to aquifers
2885,No trend,146.7883453,93.89540863,3.332,13.058,82.34702031,5001,Chalk
2886,No trend,437.8392334,428.2259521,3.811,9.611,200.2690538,51,Triassic Sandstone
2888,Decreasing,52.39406586,98.92153931,3.332,13.058,56.70624721,5001,Chalk
2889,No trend,427.8605042,432.6478882,13.911,6.465,517.2882067,1,Triassic Sandstone
2890,Increasing,378.8066406,299.9701233,6.946,41.78,225.6104583,1,Chalk
2891,Increasing,506.8773193,520.5681152,9.786,16.604,151.5401435,1,Carboniferous Limestone
2892,Increasing,134.4984589,39.84011841,3.332,13.058,203.8023637,1001,Chalk
2893,No trend,183.3211212,126.6948166,9.786,16.604,96.3269103,1001,Unallocated to aquifers
2894,No trend,104.3369827,55.25698471,9.093,13.058,59.04364076,2501,Lower Greensand
2895,No trend,141.9952698,177.5621948,9.786,16.604,58.81657547,251,Triassic Sandstone
2896,Sudden upward change,104.8005676,326.4680176,13.911,6.465,417.864593,101,Triassic Sandstone
2897,No trend,98.25274658,37.59627914,3.332,13.058,100.6439633,5001,Chalk
2898,Increasing,26.85788155,299.7735901,13.911,6.465,1844.79715,101,Triassic Sandstone
2900,No trend,24.04175377,133.1551208,3.332,13.058,158.036265,1001,Oolites
2901,No trend,70.48286438,102.3882217,3.332,13.058,264.8984142,751,Oolites
2902,No trend,225.3755341,209.9878387,8.59,7.187,51.02314947,51,Chalk
2904,No trend,350.3098755,357.8556824,14.592,41.78,562.5617761,1001,Chalk
2905,Decreasing,159.1521912,133.5361938,14.592,13.058,399.7767852,251,Lower Greensand
2906,Decreasing,120.7180023,102.6236191,3.332,13.058,57.306321,5001,Chalk
2907,Increasing,23.3736248,74.03781128,3.332,13.058,150.6594519,751,Oolites
2908,No trend,152.9344635,94.09899902,14.592,42.555,199.3543115,101,Chalk
2909,No trend,197.3976898,144.1971893,9.786,16.604,240.9937353,1001,Permian Sandstone
2910,No trend,548.1136475,400.8594055,6.946,41.78,81.94240931,501,Corallian Limestone
2911,No trend,195.7185211,219.6613312,3.332,13.058,28.24983707,751,Chalk
2912,Decreasing,233.2036133,276.6547241,9.786,16.604,156.6615021,1001,Triassic Sandstone
2913,Increasing,357.308136,410.3139954,8.174,41.78,66.88233318,1,Chalk
2914,No trend,131.8161011,168.6790009,9.786,16.604,397.1428004,1001,Triassic Sandstone
2915,No trend,121.4305649,102.7118149,3.332,13.058,50.64181696,101,Oolites
2916,No trend,317.3855896,334.8253784,8.174,41.78,79.24602708,1,Chalk
2917,Sudden upward change,218.7897034,235.3703461,6.946,42.555,1119.694623,251,Lower Greensand
2918,No trend,183.8820953,150.2932129,36.032,42.555,117.0308351,251,Oolites
2919,No trend,166.6470642,181.6906891,3.332,13.058,39.61988717,1001,Chalk
2922,Sudden upward change,97.47734833,49.04790878,3.332,13.058,147.8405665,5001,Chalk
2923,Decreasing,354.8232422,271.7735291,8.174,41.78,61.77826131,1,Chalk
2924,No trend,300.3132629,245.7551575,6.424,7.187,92.58552851,1,Fell Sandstone& Border Group
2925,No trend,158.1107178,193.7890778,3.332,13.058,28.96904729,5001,Chalk
2926,Decreasing,369.4307556,312.1109009,36.032,42.555,71.12700285,51,Chalk
2927,No trend,332.6242981,299.0633545,6.946,42.555,126.6744003,251,Chalk
2928,No trend,344.9159241,410.9360962,13.911,6.465,34.04066656,1,Triassic Sandstone
2929,Increasing,425.9621582,279.4972839,8.174,41.78,301.488842,251,Lower Greensand
2930,No trend,44.81671143,322.4745483,4.294,9.611,196.5176042,51,Oolites
2931,Decreasing,292.4310913,281.2302551,36.032,42.555,795.594539,51,Chalk
2932,Increasing,247.890274,239.59021,36.032,42.555,88.46607711,51,Oolites
2933,No trend,102.9323959,61.77917099,9.093,13.058,78.52951532,1001,Crag
2934,No trend,63.27230453,42.98137665,9.093,13.058,82.0353085,1001,Crag
2935,No trend,337.4876404,268.5862732,6.946,41.78,355.3764702,1,Chalk
2937,Increasing,391.277832,379.1409912,6.946,41.78,102.2362882,1,Chalk
2938,No trend,261.7217712,273.5086365,4.294,9.611,141.0691645,51,Chalk
2939,No trend,13.08734226,114.1392975,8.59,7.187,62.50092892,251,Triassic Sandstone
2940,Increasing,344.7736206,314.5506287,6.946,41.78,80.36270473,1,Chalk
2943,Decreasing,120.2985611,160.7771606,9.786,16.604,249.749839,251,Permian Sandstone
2944,No trend,167.6394958,83.90541077,3.332,13.058,69.98397967,5001,Chalk
2945,No trend,339.2716064,293.2688293,6.946,41.78,144.4230247,251,Corallian Limestone
2947,Increasing,28.0548687,176.7963562,14.592,42.555,2493.346151,101,Chalk
2948,No trend,128.4396057,161.1434326,8.59,7.187,178.8855266,51,Chalk
2949,No trend,359.6001587,338.7805176,14.592,41.78,590.7416061,1001,Chalk
2950,No trend,233.6312408,258.1602478,9.786,16.604,78.92747366,251,Unallocated to aquifers
2951,Decreasing,184.5665283,168.585495,3.332,13.058,41.13793424,1001,Chalk
2952,Increasing,130.8780823,102.9577408,3.332,13.058,189.5240524,751,Oolites
2953,Increasing,123.8144455,105.8485489,3.332,16.604,108.9256232,2501,Triassic Sandstone
2954,No trend,131.7372589,126.8121643,14.592,42.555,259.1612556,101,Chalk
2955,No trend,329.4362793,239.4889069,8.174,41.78,1191.19258,1,Chalk
2956,Sudden upward change,97.08876801,61.27112961,8.59,16.604,876.4562808,2501,Triassic Sandstone
2957,Increasing,24.42020798,92.37594604,14.592,42.555,213.1615197,1001,Chalk
2958,No trend,114.6682358,100.8930817,3.332,13.058,129.5225189,1001,Chalk
2959,No trend,348.4409485,368.9802551,3.811,9.611,54.2114418,101,Lower Greensand
2960,Increasing,128.3203278,163.9168549,4.512,16.604,735.0215466,501,Unallocated to aquifers
2961,No trend,171.6252136,260.5189819,12.995,41.78,886.4898112,1001,Chalk
2962,Decreasing,321.2277222,301.0939636,8.174,41.78,94.64806133,1,Chalk
2963,No trend,111.9159851,156.5601196,3.332,13.058,44.41315562,751,Spilsby Sandstone
2965,Decreasing,178.7330322,187.5485382,9.786,16.604,95.38111623,1001,Unallocated to aquifers
2966,No trend,285.2254944,246.9797974,36.032,42.555,1412.995338,51,Chalk
2967,Decreasing,33.56848145,86.41749573,14.592,42.555,116.9231186,101,Lower Greensand
2968,Increasing,132.5490875,91.0758667,8.59,7.187,43.15208394,51,Triassic Sandstone
2969,Decreasing,139.3208923,126.804245,3.332,13.058,114.2936181,1001,Oolites
2970,No trend,415.1953125,413.7735291,13.911,6.465,796.910373,101,Triassic Sandstone
2971,No trend,161.7823486,134.4215698,3.332,13.058,455.2986714,1001,Chalk
2972,No trend,424.7158203,338.4960327,6.946,41.78,75.74136272,1,Corallian Limestone
2974,No trend,134.5380859,164.1040344,9.786,16.604,111.8787664,251,Unallocated to aquifers
2975,Increasing,343.3947144,386.3142395,14.592,41.78,102.4196795,1001,Chalk
2977,Decreasing,165.3277893,138.8988037,9.786,16.604,2067.332859,1001,Carboniferous Limestone
2978,Increasing,7.291564941,-18.65729332,9.093,13.058,185.4582615,1001,Chalk
2981,No trend,107.7704926,101.8629074,3.332,13.058,56.64090788,5001,Chalk
2982,Increasing,317.4884033,260.9203491,8.174,41.78,81.83909143,1,Chalk
2983,No trend,162.3723907,132.1415253,3.332,13.058,85.99711978,1001,Oolites
2985,No trend,33.54589081,303.6482849,8.174,42.555,449.063915,51,Chalk
2986,No trend,218.6996918,161.2987213,14.592,42.555,1141.591689,101,Chalk
2988,No trend,138.3385315,201.4509888,6.424,7.187,33,1,Unallocated to aquifers
2989,No trend,240.5324402,225.013855,6.946,41.78,607.0753255,1001,Lower Greensand
2990,No trend,255.8748932,283.5582886,6.946,41.78,430.1296967,1,Lower Greensand
2991,No trend,62.04485703,39.21129227,14.592,13.058,299.115135,1001,Chalk
2992,No trend,331.320343,297.5863647,4.294,42.555,52.02707342,51,Chalk
2993,No trend,125.8987274,116.7134323,8.59,7.187,66.91318719,51,Chalk
2994,No trend,51.50285721,41.26572418,3.332,13.058,486.0902459,251,Lower Greensand
2995,No trend,220.6063232,267.7657776,8.59,7.187,23.37562043,51,Triassic Sandstone
2996,Increasing,108.4271088,36.6190567,8.174,41.78,339.567216,251,Chalk
2997,No trend,35.28213501,351.634552,6.946,42.555,169.9171447,501,Lower Greensand
2999,No trend,249.5283813,407.5219421,13.911,6.465,5242.741025,1,Unallocated to aquifers
3000,No trend,20.27899933,144.096756,8.59,7.187,77.83103773,251,Triassic Sandstone
3001,Decreasing,234.8647003,170.5573425,36.032,42.555,602.3185342,251,Chalk
3002,Increasing,90.30792236,92.89656067,8.59,7.187,127.26077,501,Triassic Sandstone
3005,Decreasing,305.8696594,259.2731018,14.592,42.555,337.0063023,101,Chalk
3006,Sudden upward change,84.89103699,69.2387619,8.59,16.604,395.5874955,2501,Triassic Sandstone
3007,No trend,36.17484283,88.14528656,14.592,42.555,128.9892134,101,Chalk
3008,No trend,6.983533859,22.11997223,4.342,13.058,275.7659266,5001,Chalk
3009,No trend,215.8738708,230.5393982,9.786,16.604,594.1038682,251,Triassic Sandstone
3010,Decreasing,253.2608948,223.6089478,36.032,42.555,293.2639536,101,Chalk
3011,No trend,17.53889275,82.84803772,3.332,13.058,115.2855809,1001,Crag
3012,Increasing,268.3927002,225.5039215,8.59,7.187,20.4,751,Corallian Limestone
3013,Increasing,50.18043137,143.1691437,9.786,16.604,3701.440796,501,Unallocated to aquifers
3014,Decreasing,26.93407631,67.6882782,14.592,13.058,177.3639796,1001,Chalk
3015,No trend,125.0952682,149.570282,9.786,16.604,585.7747337,251,Unallocated to aquifers
3016,Increasing,139.5987396,130.3538208,8.59,7.187,35.70276459,51,Chalk
3017,No trend,156.75385,72.41770172,9.093,13.058,787.3857523,1001,Crag
3018,No trend,361.6524353,297.1840515,8.174,41.78,259.1194701,1,Chalk
3019,Increasing,284.3858948,305.4681396,4.294,41.78,231.8631844,1,Chalk
3020,Decreasing,253.6354828,371.4046631,8.174,41.78,510.0047693,251,Chalk
3022,Increasing,337.4876404,250.6720428,6.946,41.78,199.6105661,1,Chalk
3023,No trend,325.0157166,298.9862976,4.294,9.611,53.27435264,51,Chalk
3024,No trend,53.12726212,64.16902924,3.332,13.058,108.0845586,5001,Chalk
3025,No trend,36.92255402,61.89886856,3.332,13.058,571.1306469,251,Oolites
3026,No trend,55.4561882,166.186615,9.786,16.604,78.2366578,101,Triassic Sandstone
3027,No trend,171.9423676,191.5508118,9.786,16.604,61.84449336,1001,Permian Sandstone
3029,No trend,99.07168579,97.11433411,8.59,7.187,53.01882548,251,Triassic Sandstone
3030,No trend,281.0576172,270.9037781,14.592,41.78,133.5369178,1001,Chalk
3031,No trend,104.0497437,55.19789886,3.332,16.604,138.7355485,2501,Triassic Sandstone
3032,No trend,145.8109131,173.4383545,9.786,16.604,67.53943909,1001,Permian Sandstone
3033,No trend,96.60542297,61.48529434,3.332,13.058,129.9470363,5001,Chalk
3034,No trend,134.5380859,168.4758911,9.786,16.604,100.3866792,1001,Unallocated to aquifers
3035,Increasing,22.9347229,178.4626617,36.032,42.555,187.2527035,251,Chalk
3036,No trend,121.2388763,148.0462494,9.786,16.604,2618.394873,1001,Carboniferous Limestone
3037,Decreasing,194.1565857,144.1546783,3.332,13.058,53.58936558,1001,Chalk
3039,No trend,310.7556458,347.6693115,4.294,9.611,47.11994147,51,Lower Greensand
3040,Increasing,156.9049988,76.4547348,9.786,16.604,311.1557729,2501,Triassic Sandstone
3042,Increasing,29.80681229,82.00539398,14.592,42.555,80.99678692,101,Chalk
3043,No trend,179.1952515,43.30801773,9.093,13.058,185.9602756,2501,Crag
3044,No trend,207.6489258,190.3770447,9.786,16.604,63.97555097,1001,Permian Sandstone
3046,No trend,159.5322418,192.6967621,9.786,16.604,63.8308032,1001,Permian Sandstone
3048,Sudden upward change,207.6489258,190.3770447,9.786,16.604,64.0453834,1001,Permian Sandstone
3049,No trend,161.5079041,194.8583679,9.786,16.604,66.96974309,1001,Permian Sandstone
3055,Decreasing,123.8601151,186.4558868,9.786,16.604,82.72360629,251,Triassic Sandstone
3062,No trend,21.98914719,149.5071411,8.59,7.187,1792.98135,51,Chalk
3063,No trend,21.98914719,149.5071411,8.59,7.187,1808.531198,51,Oolites
3064,No trend,55.77774811,85.93839264,8.59,7.187,93.46122428,501,Unallocated to aquifers
3065,Increasing,55.77774811,85.93839264,8.59,7.187,93.27659752,501,Unallocated to aquifers
3066,No trend,175.4425354,214.8109894,18.409,16.604,651.1656216,501,Triassic Sandstone
3067,No trend,175.4425354,214.8109894,18.409,16.604,651.9742359,501,Triassic Sandstone
3077,No trend,147.8627014,452.117157,13.911,6.465,30.63494726,1,Carboniferous Limestone
3078,No trend,147.8627014,452.117157,13.911,6.465,30.66033008,1,Carboniferous Limestone
3087,No trend,274.3038635,308.7919006,13.911,6.465,305.0416448,1,Triassic Sandstone
3088,No trend,274.3038635,299.8803406,13.911,6.465,298.6436872,1,Triassic Sandstone
3089,No trend,274.3038635,308.7919006,13.911,6.465,344.1976942,1,Triassic Sandstone
3090,Decreasing,269.0964966,287.5629578,13.911,6.465,391.2743329,1,Triassic Sandstone
3091,No trend,274.3038635,308.7919006,13.911,6.465,323.1294127,1,Triassic Sandstone
3092,No trend,274.3038635,299.8803406,13.911,6.465,355.0122197,1,Triassic Sandstone
3093,No trend,160.23302,215.7338257,9.786,16.604,70.2076557,1,Triassic Sandstone
